Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.4547625007102,21.2214111876814,2.8583790589487,9.25883856340832,7.90868457794079,1.77258309100318,0.0134800959108077,-3.14198590251638,8.75543552816325,3.0054291917378,-2.65551592487554,1.45173556595506,2.57444955124846,-0.969217110711355,1.42682221120323,-9.78303001782456,3.8765015275421,2.19419034888082,8.67980010138049,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,Net migration,SM.POP.NETM,7762,7991,8248,8410,8734,8851,8998,9115,9403,8650,6158,6392,6432,6488,6594,6737,6942,7189,7234,4521,4619,4789,4832,4986,5006,5097,5260,5389,5256,-368,-2660,-9712,-38391,-25501,-17984,-12655,-10540,-4066,-3296,1419,-3083,-3280,-2889,-3705,-3681,-5208,-5351,-2941,-2034,-2089,-3781,-3941,-3674,-2688,-674,4261,1081,5202,7089,5386,3694,7043,39754,5717
Estonia,EST,"Population, total",SP.POP.TOTL,1211537,1225077,1241623,1258857,1277086,1294566,1308597,1318946,1331214,1345249,1360076,1376955,1392518,1405951,1418169,1429352,1439576,1450211,1460188,1468333,1477219,1487666,1498414,1508745,1518617,1528781,1540190,1552221,1561900,1568131,1569174,1561314,1533091,1494128,1462514,1436634,1415594,1399535,1386156,1390244,1396985,1388115,1379350,1370720,1362550,1354775,1346810,1340680,1337090,1334515,1331475,1327439,1322696,1317997,1314545,1315407,1315790,1317384,1321977,1326898,1329522,1330932,1348840,1370286
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-7.99984359444019,-21.1686562081083,-5.74049422033957,-1.64242462249848,4.52668179218792,4.94301778598106,13.0500097186557,4.33983753092615,-0.425028258654393,10.0876349894085,5.88074970282548,6.93300013103013,7.59630144033751,6.80069516042603,9.5230580329964,9.76257036838051,7.57091811341863,-5.12531270862181,-14.6302203081112,2.44974591575541,7.6069766353788,3.67202115931168,1.75649461188266,3.32278753598732,1.83815704837467,3.09301583441155,5.63467432229395,3.69969444001093,3.72665318178397,-2.88381004140328,7.15444748334397,0.0604278323325786,-3.02303584066192
Eswatini,SWZ,Net migration,SM.POP.NETM,-2082,-2270,-2390,-2358,-2049,-1578,-1557,-2964,-3029,-3127,-3230,-3325,-3435,-3555,-3665,-3794,-3469,-2838,-3040,-3210,-3350,-3464,-3574,-3429,-3949,1792,1353,2417,14879,5477,7169,7496,6011,-6692,-48259,-3023,-3049,-5911,-8505,-8421,-8563,-8788,-9209,-9595,-9863,-10330,-10923,-9271,-9822,-10989,-11334,-11596,-12294,-12664,-12724,-12582,-12481,-8658,-8546,-8439,-4242,-4242,-8549,-8549
Eswatini,SWZ,"Population, total",SP.POP.TOTL,345337,353264,361365,369759,378656,388336,398766,409031,419147,429875,441216,453183,465788,479038,492988,507673,523330,540348,558446,577199,596644,616808,637652,658957,680783,706196,734732,763811,799798,837800,872428,908189,943416,971318,971212,970433,989841,1006635,1019653,1030782,1041414,1051064,1059441,1066700,1073159,1079022,1084436,1090705,1098091,1105153,1111650,1117833,1123863,1129990,1136299,1142813,1149507,1158195,1168929,1179874,1192729,1206593,1218917,1230506
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,13.7436337306559,5.42429428264374,9.01867373858816,5.74348690476273,13.9084441066063,-2.11943776564648,1.0095929078721,1.32712872842069,3.10694505124201,12.4490521716706,14.6414410739117,1.17256787975313,1.20235489842688,6.16175508690813,3.79241569165139,12.2644780398844,14.606590236782,6.56982157105446,12.9111040728148,21.0180005361395,1.76037634931178,3.2262068810838,3.10611415676949,2.40069103902903,4.82565154996448,3.84205363771896,3.1028053503962,2.6040394013294,2.95087521148538,1.76017376022233,1.05476490606897,4.380099087901,3.88021358597115,3.62391422596615,5.99877654987948,5.99216683783499,4.43537557686975,0.82166391380008,1.56504885243523,3.79375496828149,2.2472297610679,5.39663069666719,3.86121379766628,1.71688783296895,1.35489493183989,3.5289979506086,2.46505860491378,0.769171433736886,4.96212142479391,-2.88706296038356,3.39933858133693,-0.0676192583464115,5.01490471257054
Ethiopia,ETH,Net migration,SM.POP.NETM,1696,6938,8960,9418,10749,16348,9160,14437,9992,7258,8589,-14510,-3375,347,-4232,-42540,-36125,-527133,-210991,-711455,-903529,628135,66702,68022,137632,157476,186227,251387,379966,242614,296014,859737,160106,141545,140715,91727,41456,-9119,-3011,29142,-49891,-19063,-12925,-13744,-25430,-44421,-30512,-381,-20780,16315,80213,116793,119517,80955,103122,62785,115823,71766,9302,-10807,38866,-1377,-11996,-11996
Ethiopia,ETH,"Population, total",SP.POP.TOTL,21376693,21906102,22465126,23051637,23666548,24310612,24952689,25620276,26337930,27072571,27829128,28600106,29374608,30166785,30957273,31723252,32534418,33167272,33734592,34238652,34428514,35304012,36701290,37740817,38735722,39842136,41037656,42460039,44150825,45879690,47609755,49717198,51853747,53708891,55611508,57537335,59467635,61404539,63363524,65374561,67411494,69487762,71635517,73832663,76077206,78367470,80703490,83103217,85543668,88007636,90538514,93149970,95798767,98438751,101115610,103867135,106718162,109666481,112664152,115737383,118917671,122138588,125384287,128691692
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,4.32609133566719,4.51863392606089,4.09048561145366,5.77193201592007,7.25659803697323,4.06158788001318,4.14218784379459,1.38865740774854,3.48272874063258,6.5264761637235,4.22715958999223,5.10986950748801,3.27365832432483,1.24613171483632,0.148810316081565,2.72568162583818,2.74000633157128,-1.1007636942545,6.4241661640158,4.38154812543483,0.916013856738189,8.23500571913686,-2.84802145221472,-11.1443529779265,9.6616123612221,13.8593303949746,0.503674879297762,-0.36104417975227,2.72645178272658,-7.13747970027428,-8.67248014788842,13.1428339765154,3.18996458217961,6.12751141376545,12.4261737774646,3.13390685087593,-3.45813913371742,5.16214582105535,6.07321747957957,8.30130632052328,1.51472570631101,-2.16135972205798,13.5726031368695,11.8187659466494,10.834727065877,11.4561670000236,10.7885216853725,8.80255319782566,12.5505383459308,11.1782962271641,8.64781163337416,10.5822700482672,10.2574929610051,10.3924630202334,9.43348265784402,9.56418964295607,6.81614779681703,8.3640856990789,6.05953088643369,5.64153071734657,5.32117628383672,6.49813464238613
Faroe Islands,FRO,Net migration,SM.POP.NETM,-63,-119,-129,-136,-133,-116,-232,-285,-274,-242,-155,-41,-74,-86,-63,-38,-13,-3,106,80,119,129,130,124,118,15,16,31,22,28,-1203,-1256,-1280,-1321,-1310,61,51,81,109,70,301,342,327,325,319,-188,-179,-189,-206,-187,-780,32,8,48,85,499,541,634,676,670,548,662,614,599
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,34127,34557,34963,35391,35847,36347,36816,37202,37560,37907,38269,38703,39172,39636,40106,40568,41020,41468,41968,42521,43072,43626,44171,44670,45141,45707,46131,46701,47355,47958,47740,47446,47287,46473,44694,43610,43580,44131,44674,45146,45754,46635,47335,48032,48384,48359,48335,48378,48547,48791,48657,48543,48291,48246,48428,48901,49464,50182,50998,51795,52571,53315,53952,54482
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4.55329824103478,-0.379817991218616,3.56636317884431,7.08148344487884,5.85614389735763,5.43214206841004,0.958001934486234,1.38644795938293,3.51201367488443,2.76370952267429,4.53851028676189,-1.63732118017028,5.50438017256558,3.55602380418398,2.4890581166362
Fiji,FJI,Net migration,SM.POP.NETM,-981,-943,-889,-838,-812,-832,-1623,-3576,-3857,-4050,-4371,-4624,-4848,-4989,-5414,-5577,-4370,-1550,-1609,-1502,-1632,-1558,-1509,-1565,-1421,-1452,-3943,-9602,-10138,-10685,-11081,-11603,-11802,-12071,-12300,-12448,-9902,-5318,-5654,-5892,-5909,-6167,-6106,-6411,-6484,-6523,-6562,-7406,-9812,-10052,-10354,-10396,-10114,-10703,-10493,-10401,-10441,-11607,-11738,-11873,-6008,-6008,-3557,-3289
Fiji,FJI,"Population, total",SP.POP.TOTL,404887,417406,430536,444276,458324,472575,486487,498873,510002,520797,531188,541121,550499,559222,567489,575906,585534,597805,612091,626862,641975,657471,673414,689835,706716,723761,739306,750540,758697,766321,773316,779656,785346,790369,794771,798746,803789,812139,822258,831828,840909,849596,858049,866286,874366,882379,890365,897832,903399,907239,910419,912989,914918,916352,917585,918578,919166,918759,917180,914899,914963,916711,919422,924145
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,3.51758199167951,3.60610217922459,6.35877194090919,4.87728074374556,-2.70026693997212,0,13.3518282945216,7.91622158052895,2.59641050832784,12.7027111303007,6.88898664332811,7.48527669636235,11.612868489007,2.60114991513139,0.530211183875863,2.73616325521995,5.90401182413036,1.86340145583887,12.2248197843005,-1.60345694130196,6.32999054029267,-5.9784861986835,-3.96012301253032,8.393024475123,-4.61347485610266,7.7499079685075,-6.61502000635933,0.95575486646338,7.43863244182894,5.80000272386,-2.70000373096462,6.10000190987678,2.13003242138274,5.09999960852174,2.49999853846872,4.80000043020962,-2.1999993686925,1.30000045153811,8.79999871927239,-1.69999841605511,2.00000014675206,3.19999911373267,0.999999344757299,5.29999970460935,0.700000402432437,1.85248387199486,-0.850654310045826,1.03279422025967,-1.38603770763581,2.95467242212241,2.70514302901049,1.41131438177968,4.73421948956532,5.60351489641585,4.50119938335874,2.44565200769968,5.35336493706966,3.81235097047221,-0.581946371012094,-17.0386675274098,-4.88103605578388,19.7927266933385,7.52429088237292
Finland,FIN,Net migration,SM.POP.NETM,-9489,-11828,-6852,-7624,-20414,-21731,-12059,-5353,-15561,-42207,-36579,12286,12613,11558,5891,-3807,-11843,-5697,-9348,-6612,-2212,5287,7109,6925,3972,2416,1491,831,1765,5775,8920,14515,9356,9036,3834,4325,3757,4925,4417,3604,2497,6241,5255,5929,6956,9251,10820,14027,15626,14877,14080,16798,17894,18164,15915,12655,17321,13356,11822,15671,17504,22484,60353,38156
Finland,FIN,"Population, total",SP.POP.TOTL,4429634,4461005,4491443,4523309,4548543,4563732,4580869,4605744,4626469,4623785,4606307,4612124,4639657,4666081,4690574,4711440,4725664,4738902,4752528,4764690,4779535,4799964,4826933,4855787,4881803,4902206,4918154,4932123,4946481,4964371,4986431,5013740,5041992,5066447,5088333,5107790,5124573,5139835,5153498,5165474,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971,5438972,5461512,5479531,5495303,5508214,5515525,5521606,5529543,5541017,5556106,5583911
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,7.60467047924422,2.98194553610331,3.28509963570332,5.23868659789346,5.30285780228274,2.37282301528174,2.16882888287398,2.30328998355674,9.59328778480042,7.47043264445782,2.3569188982372,7.73548619457567,6.98382822662906,3.23653386905167,1.80489693913593,0.344382921295534,0.239511169176751,2.919707428984,7.12192685283013,5.38904721823694,1.28938439166262,3.08671516079633,3.10384847500116,3.22653267055688,3.54005461000951,2.75509946161819,3.56103280610698,5.23111272980634,5.08392960597099,0.691650079475309,-5.88059616587975,-3.31137335489038,-0.779815438470379,3.96437262267584,4.23436730674544,3.66265760691834,6.39770058536928,5.4542699198134,4.38928078276028,5.75373786465877,2.64026215850627,1.68732630464513,2.01179966596534,4.00537948777921,2.77730927081576,4.01957322804103,5.31280178224827,0.784431219273031,-8.07603089881314,3.16828772325258,2.39039472621836,-1.52284028499332,-0.979741028068631,-0.47806831857902,0.46650351789539,2.57193423155972,3.30337016113322,1.19297772988504,1.34973843826123,-2.49103620977239,2.73471348589543,1.4500480727209,-1.16396281522198
France,FRA,Net migration,SM.POP.NETM,143032,128618,141634,190925,163039,82879,96097,63018,113115,160403,182941,144321,101223,103910,26203,16139,59515,44918,18692,34295,54718,69365,81084,88166,76175,66149,51642,59890,69935,82052,43323,35201,61964,16892,-4232,-17128,-21463,-15255,20216,169448,171637,179476,191373,195616,200629,191417,132512,91973,79528,58032,52644,70178,103287,116297,52342,-345,15548,102984,132925,71972,145593,131465,179377,91862
France,FRA,"Population, total",SP.POP.TOTL,47412964,47905982,48389516,48877567,49401492,49877725,50311637,50722791,51112980,51536014,52007169,52499553,52962356,53392161,53746571,54002853,54232383,54486467,54734030,54979851,55274184,55603353,55806789,56108330,56383085,56665619,56956002,57266167,57598186,57943062,58261012,58554242,58846584,59103094,59324863,59541294,59754504,59968066,60190684,60501986,60918661,61364377,61812142,62249855,62707588,63180854,63622342,64016890,64375116,64706436,65026211,65340830,65657659,65997932,66312067,66548272,66724104,66918020,67158348,67382061,67601110,67842811,68065015,68287487
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,4.80383181443094,6.87169883519508,6.19863484213177,6.42586537928476,4.80791819880264,5.210182982788,4.89635776227404,4.45045710031462,7.11314872350634,6.20032856975085,5.33059874177668,4.53737445384859,6.60998450387295,4.69079681121163,-1.12434925915252,4.38594265712796,3.57265437938482,3.89498063456264,3.69531078894825,1.67641336626923,1.18831469022471,2.44251270745215,1.26205767509128,1.60947145050214,1.56907436568451,2.38953555820657,2.55274613674617,4.81422401675621,4.40516931993982,2.82962716079211,1.23666245973342,1.5160611193343,-0.358997840715546,2.38366090394481,2.30479276787372,1.39707986159188,2.52706164454194,3.45259434787187,3.39930805362812,4.14099999646893,1.89946700332246,1.06775025028361,0.967827177709708,2.86825057188587,1.88856580217112,2.7140645179325,2.53048186196499,0.380171425522363,-2.82455150288962,2.00032472699981,2.43757656877079,0.183835271019575,0.781756445913402,0.997832937998666,1.06675473488909,0.860031082016107,2.08361485062076,1.64590872932709,2.02744647639635,-7.44064593044142,6.88233786590355,2.57084047443969,0.936487502671483
French Polynesia,PYF,Net migration,SM.POP.NETM,-957,-1050,-942,156,131,114,141,199,291,407,542,479,512,544,546,526,474,715,1136,1193,1108,997,1025,684,-251,-308,-208,-193,-694,-889,-1105,-1096,-1173,-1304,-1271,-1184,-994,-455,-430,-734,-721,-712,-687,78,-6,-170,-383,-1110,-2940,-2886,-2917,-2601,-2182,-1744,-1953,-1899,-1802,-2183,-3802,-2816,-1443,-1348,-1348,-1348
French Polynesia,PYF,"Population, total",SP.POP.TOTL,83671,85434,87261,89737,92823,96017,99320,102754,106353,110111,114010,117945,121886,125897,129960,134045,138114,142313,146821,151569,156471,161506,166646,171750,176469,180988,185669,190449,195193,199643,203776,207744,211559,215219,218738,222118,225489,229121,232891,236595,240337,244097,247775,251637,255654,259507,263223,266438,268379,269481,270580,271727,273084,274728,276387,277866,279178,280087,279815,279034,279209,279792,280378,281118
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,9.57657823549394,-4.73916661693772,14.9308021425117,-2.6859410147583,1.62671133857395,12.0024086478023,-4.69507873236614,7.80256111911721,18.0010489103309,-4.9027023963948,8.20361632558698,2.07899270297354,9.89255930015017,3.92592417751565,0.484901260469812,2.64602287726119,1.69858955690449,2.41965535795332,2.36029244995161,-1.17078821581741,13.547794530533,1.26983032278699,-3.59863214234593,2.15788092546244,0.129883207294256,3.65552681908341,-1.45738829064787,-1.29768260234859,-1.66632516413321,-0.388969416903137,-0.668536562658289,-0.122814651501315,1.73337439996173,1.89053278745592,3.24541101308193,-0.34159557808907,0.846181482808589,2.12692884872612,0.971259129987516,0.309973476180019,0.889584117597607,1.70497563803002,0.00676755066312751,-4.23139183069446,-2.4660641898174,-2.96195745427229,-0.927537712532072,0.398801414346934,0.593554452942286,1.66510563013841,2.3696444471055,4.37450238290198,1.83202822787646,2.69993449863051,-7.05099065433484,2.09478896837454,4.46607459000271,..
Gabon,GAB,Net migration,SM.POP.NETM,0,0,0,0,0,0,0,0,0,2650,1882,1130,639,608,680,792,899,972,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,1009,1110,1314,1555,1786,2055,2480,3086,3801,4582,5434,6830,8555,10382,12045,13441,15277,17274,18967,19973,19587,16565,12041,7398,4013,2886,2233,1506,1503,987,987
Gabon,GAB,"Population, total",SP.POP.TOTL,512316,518266,524649,531452,538657,546308,554463,563108,572257,583276,595846,608348,620960,633995,647691,662197,677628,693984,711245,729375,748389,768385,789286,811005,833501,856726,880705,905479,931020,957138,983734,1010818,1038380,1066405,1094720,1123213,1152015,1181439,1211736,1243016,1275572,1309589,1345135,1382350,1421609,1463495,1508337,1556237,1607175,1661556,1719879,1781985,1846889,1913059,1978399,2040989,2100306,2156900,2212318,2267706,2322539,2376722,2430747,2484789
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,14.7668431868332,7.44921159688671,6.09243528403599,4.55445363440386,8.33333566041171,4.50800456670004,4.11515285426293,2.50880088058756,8.08291043381715,8.67934217556071,10.2587309116899,11.3369706830662,10.1824336186273,39.4870951788448,19.1901149100017,35.6253379697775,-12.582091168196,-24.0492060700073,0.474405279722845,2.55293715765217,5.09532927895786,-3.09752039780534,5.60824067925303,7.50890230839578,-2.33294933269416,-0.803597733902933,-17.1460422148976,12.8453532480867,8.54530998982545,5.19223727652398,6.11250348301178,-3.09014565154393,3.94655500790242,3.71275484108966,4.97384776335103,3.62504902027987,5.73836739483843,3.47783358718901,-8.93262280230105,-1.88296639760897,2.13523342197423,-0.249033168543434,2.2473300115045,0.689543058464849,2.67620333310926,-2.80657835569052,6.00810802487668,-3.30843064878751,0.130331119816617,7.08988731455126,7.09175334258654,5.25107691750407,5.63869900338696,4.31496444107469,3.8788993950789,2.09144220829562,0.472642030911146,0.83791658082157,3.92080879452831,-1.8377610635094,1.46795731508091,3.03761449502689,2.44588083119469
"Gambia, The",GMB,Net migration,SM.POP.NETM,2272,2272,2272,2272,2272,2272,2272,2617,2705,2757,2777,2817,2861,2907,2610,2979,3436,3969,4493,4898,5268,5438,5757,6713,7733,8373,8934,9563,10187,10765,11242,11530,9182,3131,-1586,-2797,-2948,-3098,-3291,-3493,-3670,-3882,-4067,-3713,-3636,-3209,-2666,-2320,-2204,-2259,-2456,-2360,-2332,-2476,-2793,-3224,-3486,-3696,-3944,-4186,-1949,-1949,-3000,-3000
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,398060,408930,420163,431757,443687,455952,468516,481588,495269,509440,524105,539388,555370,571991,589085,606821,625667,645770,667103,689781,713913,739125,765753,794525,825631,858874,894019,931091,970160,1011357,1054696,1099959,1145582,1188365,1227226,1264313,1301410,1338889,1376987,1415779,1455084,1495011,1535691,1577611,1621312,1667037,1715275,1765774,1817852,1871422,1926630,1983784,2043094,2103820,2164528,2224529,2283769,2342189,2399632,2456844,2515733,2576010,2636470,2697845
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,0,9.57614347228663,2.43552288111326,6.15384657262285,-0.0658770394050947,0.241704785011237,9.25032925345546,5.87879361029783,12.3934290906923,7.35122573247521,3.43957605958968,6.31644630976179,-1.32818316164975,6.27007960556354,3.32189401064942,-0.764582637150042,10.8832277675592,3.53525730169937,-0.812264660562306,4.09107074099691,2.45433259678632,4.47682692076357,5.89572187264736,3.55887936756983,3.10703922385581,3.37868879121812,3.01210137437499,0.154345959845131,0.881848240754678,2.22354563838627,4.89999910999681,3.49999870205306,6.39999905009302,5.50000021632955,5.80000024323377,-3.25000014970206,6.86999962173842,7.05000000064635,-2.35172936176019,-0.555580977246521,3.04324950829739,6.25590553394287,6.6657243078367,5.90833580968288,-8.13044422315659,5.24156924630741,2.872768790327,-1.40738249510954,4.0580738039996,1.94335965478776,4.8226112492757,7.23489033258579,6.22205315994859,0.591487287873974,5.25596878816744,5.49299823010114,4.79750895186164
Georgia,GEO,Net migration,SM.POP.NETM,16740,18016,18981,19405,19377,18981,32869,34734,37031,34301,-1311,-10997,-11097,-10763,-10261,-9605,-8952,-8213,-9755,-14281,-12593,-12822,-12363,-10906,-12920,-15208,-14123,-10966,-12189,-85690,-108969,-111958,-121647,-154788,-147551,-130201,-133999,-133250,-127962,-131768,-135046,-110969,-58531,-31075,-30614,-31216,-31729,-32142,-32463,-32757,-36608,-37847,-39290,-40117,-16047,-13321,-10588,-7889,-5176,-5412,-2738,-2738,26999,2003
Georgia,GEO,"Population, total",SP.POP.TOTL,3645600,3703600,3760300,3816100,3870300,3921600,3966700,4005800,4042300,4080300,4119900,4163000,4205300,4242500,4279500,4311200,4342400,4372100,4397700,4430200,4467700,4504500,4542800,4582900,4622200,4662900,4704500,4743500,4790700,4803300,4802000,4835900,4873500,4911100,4836076,4657722,4491699,4349913,4243607,4157192,4077131,4014373,3978515,3951736,3927340,3902469,3880347,3860158,3848449,3814419,3786695,3756441,3728874,3717668,3719414,3725276,3727505,3728004,3726549,3720161,3722716,3708610,3712502,3715483
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,4.86594070054342,5.11301649671694,4.20187909672116,5.42958764979342,10.5586366152245,7.53566314896325,6.25308215800375,4.45558340295182,4.7765040433662,12.0520758237564,2.47133179427014,2.83646033387501,6.48254561126276,8.80974063206179,7.38042838101734,6.09953235956353,6.89430009522513,7.42956043676347,7.37064063684609,4.57644696484918,5.26660055282426,2.00244542885206,4.3016035214589,5.4279631478795,4.94120590442833,-8.17567222383052,1.28148065724565,5.55545382967426,-7.19378285079883,-14.788785046729,-21.0998508379398,-44.899774806083,-29.3001665068873,-10.3982300884956,2.59657506969336,11.2025463861501,10.5208042446244,3.10150969616576,2.86729567454968,1.84038117927339,4.80729867243699,5.47402488700408,11.0570310020104,5.79268292682926,9.59113832853026,9.42148081189909,12.5755698246405,2.42161440960641,-3.65075229596822,6.24640865303363,7.9343365253078,6.57883101954195,5.13288531209382,4.09049059581743,3.35102350265353,3.45021517996871,5.15990261658827,6.062036412677,5.38071926589951,-6.2904717853839,10.6442336580969,10.9585321385624,7.8322012152783
Germany,DEU,Net migration,SM.POP.NETM,212666,27534,276505,205976,69825,338258,134107,-174155,293307,584017,-273498,450328,336015,386881,-15126,-207740,-79761,33881,117167,237705,324203,130713,-58121,-81349,-150771,103556,212822,174272,515962,761002,679702,602638,811606,462096,315585,398077,281280,93281,-754469,219280,174594,272875,218795,142009,81735,81351,-489056,-24772,-23341,46533,130116,295282,199143,462384,592338,1175283,517480,452988,403908,319082,203468,310264,981552,609553
Germany,DEU,"Population, total",SP.POP.TOTL,72814900,73377632,74025784,74714353,75318337,75963695,76600311,76951336,77294314,77909682,78169289,78312842,78688452,78936666,78967433,78673554,78336950,78159814,78091820,78126350,78288576,78407907,78333366,78128282,77858685,77684873,77720436,77839920,78144619,78751283,79433029,80013896,80624598,81156363,81438348,81678051,81914831,82034771,82047195,82100243,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,82110097,81902307,81776930,80274983,80425823,80645605,80982500,81686611,82348669,82657002,82905782,83092962,83160871,83196078,83797985,83280000
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,4.29843956416367,4.62347095715671,2.73529640413565,6.63946990966846,5.24416405342649,2.81218127523948,-0.330256485487851,5.6687730597093,7.41810275269859,5.10314454468531,3.13269976370883,4.30034129666814,4.77748692347937,0.890068743439954,-0.866738925171546,4.94925840180156,3.34721807926573,3.00849291171291,4.15036330228932,1.40882867915093,0.529240549882346,-0.394840769727494,1.57241011460876,2.82294784678957,2.32793525636606,2.28733924937406,1.40215158811831,3.70723564728077,3.8965517182949,5.2550061182715,5.10826148664229,2.01418425526269,-0.973303691727239,2.59758496353371,1.50540577704177,1.03815581051028,1.85481726690071,2.0961614080931,2.13011668518959,2.87724594841264,1.63654101289237,-0.228310249295362,-0.529928993631358,1.16236826742538,0.885697236264619,3.85573615221429,2.89010718962479,0.910403196145353,-5.54516453771706,4.14676754532437,3.75796886586348,0.474291305855544,0.386224576109953,2.16949892879079,1.65271977174628,2.29471067684281,2.71602451931592,1.11644310926225,0.987893349167578,-4.09513749064689,3.66999986156735,1.36973105536585,-0.266438410090913
Ghana,GHA,Net migration,SM.POP.NETM,12181,-48777,-48017,-46516,-43480,-38519,-38143,-35666,-36683,-28752,-10233,-12238,-4589,-1168,-1197,-292,-2528,15243,18041,20291,-13564,-12296,7863,15276,-105655,-106855,-98099,-84648,-64810,-52293,-46789,-57878,-47736,-49792,-47120,-42558,-37113,-15409,-17564,-17304,-4206,36050,40573,28768,34433,21272,28536,32813,30506,22416,-3726,-720,1005,-2377,-6312,-13306,7009,-4913,-19375,-21857,-291,-11259,-10003,-10003
Ghana,GHA,"Population, total",SP.POP.TOTL,6961215,7162667,7337375,7514714,7695739,7882606,8074521,8271913,8475729,8690383,8925813,9176264,9438187,9714617,10000523,10294308,10594913,10911871,11248450,11597255,11941448,12281712,12643819,13029836,13370590,13661229,13965217,14289108,14636568,15006813,15394648,15787496,16184855,16589519,16993190,17399017,17810181,18238958,18688036,19149864,19637087,20167069,20729388,21296705,21868298,22449438,23040702,23642279,24249946,24862664,25474995,26095088,26734268,27386193,28041592,28696068,29356742,30008354,30637585,31258945,31887809,32518665,33149152,33787914
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,3.42967401462874,4.10915860625774,4.40597419943647,2.20932750184639,1.36899886970954,-4.25829036972007,3.07536405007809,0.368860328659636,6.00617496624768,9.72347258708628,5.2161245570606,-2.48765540214929,2.8845841948016,6.85251683220585,-12.4316290214597,-3.53018280627536,2.27410724169957,8.47593560232171,-2.51494141959301,0.471695943172108,-3.50306694696705,-6.92365041055389,-4.56373750458945,8.64756945671597,5.09161727201138,5.19916067974877,4.79489887940781,5.62816876359457,5.08587270013842,3.32881788321653,5.28182639834429,3.87941908037517,4.85000055379412,3.29999973947747,4.11241897162861,4.60246115564627,4.19635744019571,4.70039078427911,4.39999682545296,3.70000008164408,4.00000012807919,4.49999955900331,5.200000133101,5.59999999077445,5.90000381855104,6.39991260618034,4.34681910440079,9.14979893831817,4.84448705175076,7.89971194051621,14.0471235803149,9.2927894063005,7.31252501678145,2.85624016330883,2.12075933817334,3.37346574966936,8.12889488100956,6.20007768127284,6.5077747939152,0.513941670628171,5.07646643533542,3.81750462109567,2.94478583082221
