Country Name,Country Code,Year,GDP,Net Migration
Europe & Central Asia,ECS,1971,1151506884356.91,650478.0
Ecuador,ECU,1971,2754219271.03082,-1096.0
"Egypt, Arab Rep.",EGY,1971,8609283346.08518,-56503.0
Euro area,EMU,1971,731195960171.464,689771.0
Spain,ESP,1971,46586119760.479,7363.0
Ethiopia,ETH,1971,3224280834.97092,-14510.0
European Union,EUU,1971,823502008838.717,723385.0
Fragile and conflict affected situations,FCS,1971,71676944408.5264,-201178.0
Finland,FIN,1971,12528522307.4737,12286.0
Fiji,FJI,1971,247749327.721267,-4624.0
France,FRA,1971,164238872972.653,144321.0
Faroe Islands,FRO,1971,99219082.8537991,-41.0
"Micronesia, Fed. Sts.",FSM,1971,21783158.0,-485.0
Gabon,GAB,1971,381687072.622379,1130.0
United Kingdom,GBR,1971,148113896325.14,1175.0
Ghana,GHA,1971,2417108577.52739,-12238.0
Guinea,GIN,1971,3594302908.06164,-11543.0
"Gambia, The",GMB,1971,55728663.222684,2817.0
Guinea-Bissau,GNB,1971,204167296.856603,-13302.0
Equatorial Guinea,GNQ,1971,64946954.756798,-10760.0
Greece,GRC,1971,14388806818.1818,-12747.0
Greenland,GRL,1971,88466738.2497268,54.0
Guatemala,GTM,1971,1984800000.0,-23513.0
Guyana,GUY,1971,282050000.0,-10142.0
High income,HIC,1971,2744911647055.79,1977847.0
"Hong Kong SAR, China",HKG,1971,4476001946.01486,94098.0
Honduras,HND,1971,731000000.0,-8918.0
Heavily indebted poor countries (HIPC),HPC,1971,39841483301.0598,-158876.0
Haiti,HTI,1971,362800000.0,-18509.0
Hungary,HUN,1971,6271045034.4683,-15.0
IBRD only,IBD,1971,641077105466.904,-1840978.0
IDA & IBRD total,IBT,1971,732805986167.548,-2079853.0
IDA total,IDA,1971,88260148030.0825,-238875.0
IDA blend,IDB,1971,28851063760.2118,-189208.0
Indonesia,IDN,1971,9333536369.94567,79264.0
IDA only,IDX,1971,60208693259.3095,-49667.0
India,IND,1971,67351404351.833,-974574.0
Ireland,IRL,1971,5098250287.46646,5851.0
"Iran, Islamic Rep.",IRN,1971,13731802833.0379,77717.0
Iraq,IRQ,1971,3865346534.65347,-6479.0
Iceland,ISL,1971,670251136.363636,-231.0
Israel,ISR,1971,7041133471.4485,52632.0
Italy,ITA,1971,124959712858.926,-58627.0
Jamaica,JAM,1971,1539861815.89381,-20322.0
Jordan,JOR,1971,678159728.736109,8976.0
Japan,JPN,1971,245364056622.363,-107778.0
Kenya,KEN,1971,1778391288.64348,-49671.0
Kiribati,KIR,1971,12356134.3838676,-265.0
St. Kitts and Nevis,KNA,1971,19624746.4503043,-797.0
"Korea, Rep.",KOR,1971,9903571248.53268,-6326.0
Kuwait,KWT,1971,3880392195.40688,22182.0
Latin America & Caribbean (excluding high income),LAC,1971,158735480510.831,-449890.0
Liberia,LBR,1971,341543100.0,1293.0
Libya,LBY,1971,5260185125.41886,-4265.0
Latin America & Caribbean,LCN,1971,195536195231.249,-527963.0
Least developed countries: UN classification,LDC,1971,49720273645.074,-44178.0
Low income,LIC,1971,28190693616.251,-211820.0
Liechtenstein,LIE,1971,104889795.333846,179.0
Sri Lanka,LKA,1971,2369308600.33727,-22021.0
Lower middle income,LMC,1971,158605276404.641,-1328804.0
Low & middle income,LMY,1971,560488895269.683,-1961167.0
Lesotho,LSO,1971,76480285.0044113,10563.0
Late-demographic dividend,LTE,1971,373427304808.806,-286657.0
Luxembourg,LUX,1971,1518773421.37846,4274.0
Morocco,MAR,1971,4356669034.34266,-39385.0
Monaco,MCO,1971,327706210.435217,358.0
Madagascar,MDG,1971,1199507631.07603,-3118.0
Maldives,MDV,1971,21566404.0169133,341.0
Middle East & North Africa,MEA,1971,68081996065.3605,60117.0
Mexico,MEX,1971,39200000000.0,-185062.0
Marshall Islands,MHL,1971,9116810.0,-232.0
Middle income,MIC,1971,534583070924.143,-1749347.0
Mali,MLI,1971,395218628.920694,-22127.0
Malta,MLT,1971,264578361.65285,-1327.0
Myanmar,MMR,1971,587448405.488773,6306.0
Middle East & North Africa (excluding high income),MNA,1971,47936770332.548,-109591.0
Mauritania,MRT,1971,335568907.051937,-1014.0
Mauritius,MUS,1971,251437337.841491,-960.0
Malaysia,MYS,1971,4244395955.78358,-20535.0
North America,NAC,1971,1264667554743.51,1043502.0
New Caledonia,NCL,1971,413985778.589656,2345.0
Niger,NER,1971,693573703.630273,-2277.0
Nigeria,NGA,1971,9181769911.50443,-35639.0
Nicaragua,NIC,1971,828569953.4744,-6328.0
Netherlands,NLD,1971,44644730576.4411,32756.0
Norway,NOR,1971,14583114840.0629,3031.0
Nepal,NPL,1971,882765471.604938,-7284.0
Nauru,NRU,1971,19009433.3072013,0.0
New Zealand,NZL,1971,7911136757.06867,7547.0
OECD members,OED,1971,2658588638029.64,1488041.0
Oman,OMN,1971,301010587.102984,-2996.0
Pakistan,PAK,1971,10665896682.0664,-68357.0
Panama,PAN,1971,1523917200.0,-2454.0
Peru,PER,1971,8289582883.67673,-20209.0
Philippines,PHL,1971,8375075629.8327,-315363.0
Palau,PLW,1971,12706874.0,156.0
Papua New Guinea,PNG,1971,717750278.105664,-18945.0
Pre-demographic dividend,PRE,1971,46915549918.7223,-176283.0
Puerto Rico,PRI,1971,5646800000.0,-4917.0
Portugal,PRT,1971,9201604240.28269,48944.0
Paraguay,PRY,1971,664571428.571429,-10446.0
Pacific island small states,PSS,1971,477298982.38294,-10822.0
Post-demographic dividend,PST,1971,2597991158683.13,1933715.0
French Polynesia,PYF,1971,296865513.746817,479.0
Qatar,QAT,1971,387703105.521252,10644.0
Rwanda,RWA,1971,222952504.40607,-4230.0
South Asia,SAS,1971,90601671637.0805,-857627.0
Saudi Arabia,SAU,1971,7184806909.28939,43989.0
Sudan,SDN,1971,2288340041.03486,-3577.0
Senegal,SEN,1971,1339549032.83782,15131.0
Singapore,SGP,1971,2263785443.61688,573.0
Solomon Islands,SLB,1971,50056882.8213879,-1646.0
Sierra Leone,SLE,1971,419549304.72479,-8162.0
El Salvador,SLV,1971,1186120000.0,-16389.0
Somalia,SOM,1971,347039445.705569,-1850.0
Sub-Saharan Africa (excluding high income),SSA,1971,76073514866.9192,-178070.0
Sub-Saharan Africa,SSF,1971,76093761638.2127,-177968.0
Small states,SST,1971,4889680110.9977,-25950.0
Sao Tome and Principe,STP,1971,37288845.210287,-430.0
Suriname,SUR,1971,301000000.0,3552.0
Sweden,SWE,1971,41506627519.0698,2334.0
Eswatini,SWZ,1971,136462080.739132,-3325.0
Seychelles,SYC,1971,21965950.7711142,102.0
Syrian Arab Republic,SYR,1971,2589851325.14544,-15167.0
Chad,TCD,1971,501866730.148987,-9153.0
East Asia & Pacific (IDA & IBRD countries),TEA,1971,136281807864.075,-415881.0
Togo,TGO,1971,404648367.76644,482.0
Thailand,THA,1971,7375000024.03846,43400.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,1971,181432296850.531,-480545.0
Middle East & North Africa (IDA & IBRD countries),TMN,1971,47493427271.1773,-92356.0
South Asia (IDA & IBRD),TSA,1971,90601671637.0805,-857627.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,1971,76093761638.2128,-177968.0
Trinidad and Tobago,TTO,1971,896765214.626133,-7499.0
Tunisia,TUN,1971,1685162272.40652,-9949.0
Turkiye,TUR,1971,16166666666.6667,-94891.0
Tuvalu,TUV,1971,2716989.58449994,-85.0
Tanzania,TZA,1971,3050673517.33059,41900.0
Uganda,UGA,1971,1417191656.16688,-42642.0
Upper middle income,UMC,1971,375546641965.743,-420543.0
Uruguay,URY,1971,2807258064.51613,-13288.0
United States,USA,1971,1164850000000.0,833549.0
St. Vincent and the Grenadines,VCT,1971,20051922.3261445,-2183.0
"Venezuela, RB",VEN,1971,12986590909.0909,215.0
World,WLD,1971,3318577763684.84,0.0
Samoa,WSM,1971,53719568.9655172,-2463.0
South Africa,ZAF,1971,23411076638.279,32961.0
Zambia,ZMB,1971,1653259341.29113,-31651.0
Zimbabwe,ZWE,1971,2178716300.0,-22719.0
Africa Eastern and Southern,AFE,1972,56737525054.6426,-120416.0
Africa Western and Central,AFW,1972,29489793286.494,-56095.0
Andorra,AND,1972,113414397.365635,1177.0
Arab World,ARB,1972,59966658266.3589,-58693.0
United Arab Emirates,ARE,1972,1415086929.3006,41888.0
Argentina,ARG,1972,34733000536.2862,36050.0
Australia,AUS,1972,52042056074.7664,54895.0
Austria,AUT,1972,21973207929.0434,36703.0
Burundi,BDI,1972,246804571.428571,-118457.0
Belgium,BEL,1972,37209418018.5134,8384.0
Benin,BEN,1972,410331856.991218,-4970.0
Burkina Faso,BFA,1972,578595521.990135,-33679.0
Bangladesh,BGD,1972,6288245866.66667,-269033.0
Bahrain,BHR,1972,534081183.680728,6190.0
"Bahamas, The",BHS,1972,590900000.0,296.0
Belize,BLZ,1972,65998069.3847631,-2029.0
Bermuda,BMU,1972,235400000.0,-341.0
Bolivia,BOL,1972,1286153846.15385,-5224.0
Brazil,BRA,1972,58434858374.8696,-23584.0
Barbados,BRB,1972,213725248.885492,-3665.0
Brunei Darussalam,BRN,1972,270822782.026674,1053.0
Bhutan,BTN,1972,70139866.8083136,2700.0
Botswana,BWA,1972,164460914.977201,5937.0
Central African Republic,CAF,1972,230317883.36443,-9634.0
Canada,CAN,1972,113463848873.624,89880.0
Switzerland,CHE,1972,36844318854.2403,19991.0
Chile,CHL,1972,11833904487.641,-32584.0
China,CHN,1972,113689308020.343,-215650.0
Cote d'Ivoire,CIV,1972,1849400401.64724,77213.0
Cameroon,CMR,1972,1498251889.66287,-473.0
"Congo, Dem. Rep.",COD,1972,6173712814.37126,2840.0
"Congo, Rep.",COG,1972,410669263.651798,0.0
Colombia,COL,1972,8671358732.68486,-77708.0
Costa Rica,CRI,1972,1238251695.55388,1366.0
Caribbean small states,CSS,1972,1698692040.55074,-35556.0
Cuba,CUB,1972,8135150891.92025,-50031.0
Germany,DEU,1972,300899944795.436,336015.0
Denmark,DNK,1972,23230667549.2496,7053.0
Dominican Republic,DOM,1972,1987400000.0,-14262.0
Algeria,DZA,1972,6766743956.88889,-32832.0
East Asia & Pacific (excluding high income),EAP,1972,155334817415.349,-471824.0
Early-demographic dividend,EAR,1972,352484048932.354,-1055721.0
East Asia & Pacific,EAS,1972,570106282930.724,-357865.0
Europe & Central Asia,ECS,1972,1381156796872.97,568530.0
Ecuador,ECU,1972,3185986087.33583,-1078.0
"Egypt, Arab Rep.",EGY,1972,9299638055.84281,-55282.0
Euro area,EMU,1972,883508228670.426,630467.0
Spain,ESP,1972,59090176028.993,7935.0
Ethiopia,ETH,1972,3520252938.26087,-3375.0
European Union,EUU,1972,993661642106.048,656858.0
Fragile and conflict affected situations,FCS,1972,82981206234.4754,-224306.0
Finland,FIN,1972,14744499569.8308,12613.0
Fiji,FJI,1972,316656648.698957,-4848.0
France,FRA,1972,201621751625.488,101223.0
Faroe Islands,FRO,1972,119335897.815202,-74.0
"Micronesia, Fed. Sts.",FSM,1972,25100928.0,-484.0
Gabon,GAB,1972,430508358.514204,639.0
United Kingdom,GBR,1972,169965034965.035,-1406.0
Ghana,GHA,1972,2112293279.98507,-4589.0
Guinea,GIN,1972,4203069035.01427,-15782.0
"Gambia, The",GMB,1972,59160569.4804413,2861.0
Guinea-Bissau,GNB,1972,227986203.29754,-1985.0
Equatorial Guinea,GNQ,1972,65429198.238708,-13576.0
Greece,GRC,1972,16650659090.9091,-3589.0
Greenland,GRL,1972,106101297.801272,84.0
Guatemala,GTM,1972,2101300000.0,-25807.0
Guyana,GUY,1972,285380952.380952,-10448.0
High income,HIC,1972,3188709377378.44,1698519.0
"Hong Kong SAR, China",HKG,1972,5710090213.15035,47078.0
Honduras,HND,1972,802996336.516486,-9403.0
Heavily indebted poor countries (HIPC),HPC,1972,44348097940.9632,-226608.0
Haiti,HTI,1972,371998958.402916,-18916.0
Hungary,HUN,1972,7355242314.22407,-8.0
IBRD only,IBD,1972,722637367325.927,-1024147.0
IDA & IBRD total,IBT,1972,819967723180.736,-1777488.0
IDA total,IDA,1972,94409590867.7376,-753341.0
IDA blend,IDB,1972,32360055753.1757,-179752.0
Indonesia,IDN,1972,10997590361.4458,72007.0
IDA only,IDX,1972,62734080531.8791,-573589.0
India,IND,1972,71464700666.9869,-82816.0
Ireland,IRL,1972,6318060582.21873,12858.0
"Iran, Islamic Rep.",IRN,1972,17153463263.1023,96614.0
Iraq,IRQ,1972,4113848002.40312,-2600.0
Iceland,ISL,1972,839652164.06073,362.0
Israel,ISR,1972,9206101184.24245,27415.0
Italy,ITA,1972,145594833997.344,43182.0
Jamaica,JAM,1972,1875146587.4443,-17934.0
Jordan,JOR,1972,788479684.608126,-2622.0
Japan,JPN,1972,324933841268.585,-73980.0
Kenya,KEN,1972,2107279157.08834,-48466.0
Kiribati,KIR,1972,15314346.4925323,-290.0
St. Kitts and Nevis,KNA,1972,22944849.1155047,-782.0
"Korea, Rep.",KOR,1972,10862211760.8252,25382.0
Kuwait,KWT,1972,4450537925.33189,21984.0
Latin America & Caribbean (excluding high income),LAC,1972,180629385056.399,-476303.0
Liberia,LBR,1972,368098000.0,2018.0
Libya,LBY,1972,6299395543.96301,-3418.0
Latin America & Caribbean,LCN,1972,219954391453.822,-549648.0
Least developed countries: UN classification,LDC,1972,51425857359.3937,-526492.0
Low income,LIC,1972,31426720690.4225,-305514.0
Liechtenstein,LIE,1972,124940289.32382,183.0
Sri Lanka,LKA,1972,2553936348.40871,-27071.0
Lower middle income,LMC,1972,169313484036.134,-895190.0
Low & middle income,LMY,1972,629566887795.994,-1680610.0
Lesotho,LSO,1972,80913200.4292822,10386.0
Late-demographic dividend,LTE,1972,429644439389.919,-351625.0
Luxembourg,LUX,1972,1901697369.62698,4143.0
Morocco,MAR,1972,5074117544.77482,-47226.0
Monaco,MCO,1972,402451900.821288,294.0
Madagascar,MDG,1972,1341590690.41365,-3583.0
Maldives,MDV,1972,25177137.5286041,269.0
Middle East & North Africa,MEA,1972,83449708202.6929,61811.0
Mexico,MEX,1972,45200000000.0,-193965.0
Marshall Islands,MHL,1972,9973652.0,-306.0
Middle income,MIC,1972,600659508040.533,-1375096.0
Mali,MLI,1972,486617280.255549,-19594.0
Malta,MLT,1972,295106782.887948,-1316.0
Myanmar,MMR,1972,662213082.741535,10735.0
Middle East & North Africa (excluding high income),MNA,1972,57282161679.2469,-97456.0
Mauritania,MRT,1972,391669449.290746,-1139.0
Mauritius,MUS,1972,318664899.637091,-2408.0
Malaysia,MYS,1972,5043347250.41815,-21305.0
North America,NAC,1972,1392809248873.62,923082.0
New Caledonia,NCL,1972,506808996.694661,2415.0
Niger,NER,1972,742779660.818693,-2525.0
Nigeria,NGA,1972,12274416017.7976,-12962.0
Nicaragua,NIC,1972,878570045.450998,-7219.0
Netherlands,NLD,1972,54787070173.0294,17470.0
Norway,NOR,1972,17358610849.701,5603.0
Nepal,NPL,1972,1024098400.35619,-2107.0
Nauru,NRU,1972,21734268.6915888,0.0
New Zealand,NZL,1972,9567331064.65727,17779.0
OECD members,OED,1972,3088385972039.58,1192587.0
Oman,OMN,1972,366883548.347591,-2996.0
Pakistan,PAK,1972,9415016359.56604,-69209.0
Panama,PAN,1972,1673411700.0,-2448.0
Peru,PER,1972,9189413409.28138,-24100.0
Philippines,PHL,1972,9067815521.3262,-321491.0
Palau,PLW,1972,13956474.0,147.0
Papua New Guinea,PNG,1972,858761926.08968,-20303.0
Pre-demographic dividend,PRE,1972,55126951207.0378,-192561.0
Puerto Rico,PRI,1972,6328900000.0,-1444.0
Portugal,PRT,1972,11239117865.0852,39058.0
Paraguay,PRY,1972,769039682.539683,-7642.0
Pacific island small states,PSS,1972,565885771.690898,-11067.0
Post-demographic dividend,PST,1972,3016877286748.45,1592900.0
French Polynesia,PYF,1972,326433558.076079,512.0
Qatar,QAT,1972,510262500.1767,10663.0
Rwanda,RWA,1972,246457838.336681,-4156.0
South Asia,SAS,1972,91337915060.3368,-451317.0
Saudi Arabia,SAU,1972,9664267086.60323,55439.0
Sudan,SDN,1972,2483055722.23738,2238.0
Senegal,SEN,1972,1620857103.53492,13852.0
Singapore,SGP,1972,2721440980.75851,-1631.0
Solomon Islands,SLB,1972,40606712.050639,-1520.0
Sierra Leone,SLE,1972,465381339.740404,-8267.0
El Salvador,SLV,1972,1263720000.0,-17317.0
Somalia,SOM,1972,447883941.190165,-351.0
Sub-Saharan Africa (excluding high income),SSA,1972,85715420447.2073,-176777.0
Sub-Saharan Africa,SSF,1972,85744484210.1308,-176511.0
Small states,SST,1972,5678575468.74338,-37960.0
Sao Tome and Principe,STP,1972,41430256.8067496,-517.0
Suriname,SUR,1972,311950000.0,-10285.0
Sweden,SWE,1972,48883734671.5941,-13519.0
Eswatini,SWZ,1972,146736479.235097,-3435.0
Seychelles,SYC,1972,30645122.9204727,266.0
Syrian Arab Republic,SYR,1972,3059681697.61273,-17610.0
Chad,TCD,1972,585427546.798272,-9526.0
East Asia & Pacific (IDA & IBRD countries),TEA,1972,155175837306.871,-471677.0
Togo,TGO,1972,474043921.843537,-7661.0
Thailand,THA,1972,8177873151.04224,73082.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,1972,203809203780.098,-498617.0
Middle East & North Africa (IDA & IBRD countries),TMN,1972,56752387797.0134,-89608.0
South Asia (IDA & IBRD),TSA,1972,91337915060.3368,-451317.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,1972,85744484210.1309,-176511.0
Trinidad and Tobago,TTO,1972,1083391757.89486,-7346.0
Tunisia,TUN,1972,2237556148.51085,-9790.0
Turkiye,TUR,1972,20650000000.0,-119850.0
Tuvalu,TUV,1972,2968457.94392523,-102.0
Tanzania,TZA,1972,3472787266.0964,57489.0
Uganda,UGA,1972,1490970180.59639,-86409.0
Upper middle income,UMC,1972,430970845861.105,-479906.0
Uruguay,URY,1972,2189418688.80408,-13817.0
United States,USA,1972,1279110000000.0,833543.0
St. Vincent and the Grenadines,VCT,1972,27585804.8653032,-2116.0
"Venezuela, RB",VEN,1972,13977727272.7273,173.0
World,WLD,1972,3833100090142.99,0.0
Samoa,WSM,1972,62566116.3754812,-2483.0
South Africa,ZAF,1972,24515919216.8851,38163.0
Zambia,ZMB,1972,1872416680.07912,-31672.0
Zimbabwe,ZWE,1972,2677729400.0,-20959.0
Africa Eastern and Southern,AFE,1973,73098451708.7216,208461.0
Africa Western and Central,AFW,1973,36891093307.3507,-51583.0
Andorra,AND,1973,150841639.297444,1203.0
Arab World,ARB,1973,79125367981.7092,142378.0
United Arab Emirates,ARE,1973,4231243615.86089,42243.0
Argentina,ARG,1973,52544000116.9037,38589.0
Australia,AUS,1973,63833440102.4984,62928.0
Austria,AUT,1973,29399860144.7748,34856.0
Burundi,BDI,1973,304339522.636075,2843.0
Belgium,BEL,1973,47743801490.3747,8684.0
Benin,BEN,1973,504376074.185709,-4960.0
Burkina Faso,BFA,1973,674773569.877548,-34452.0
Bangladesh,BGD,1973,8086725729.3407,-77324.0
Bahrain,BHR,1973,761132545.104221,6450.0
"Bahamas, The",BHS,1973,670900000.0,125.0
Belize,BLZ,1973,78214767.8301496,-2227.0
Bermuda,BMU,1973,269500000.0,-359.0
Bolivia,BOL,1973,1263600000.0,-5457.0
Brazil,BRA,1973,83592275862.9982,-24071.0
Barbados,BRB,1973,260767889.187417,-3508.0
Brunei Darussalam,BRN,1973,433095526.686136,1007.0
Bhutan,BTN,1973,78900289.3165483,2700.0
Botswana,BWA,1973,244124164.042218,10615.0
Central African Republic,CAF,1973,271183082.043062,-9800.0
Canada,CAN,1973,131764343565.643,125401.0
Switzerland,CHE,1973,49550006319.5147,8158.0
Chile,CHL,1973,16826390943.8597,-31878.0
China,CHN,1973,138543170458.064,-214997.0
Cote d'Ivoire,CIV,1973,2508421426.17572,78963.0
Cameroon,CMR,1973,1901393361.02282,-466.0
"Congo, Dem. Rep.",COD,1973,7870239461.07784,7414.0
"Congo, Rep.",COG,1973,541973362.610423,-22.0
Colombia,COL,1973,10315760000.3394,-75630.0
Costa Rica,CRI,1973,1528925846.25467,1468.0
Caribbean small states,CSS,1973,1913764641.92038,-36414.0
Cuba,CUB,1973,9987709650.18094,-52073.0
Germany,DEU,1973,399833571167.215,386881.0
Denmark,DNK,1973,30718181337.3006,7107.0
Dominican Republic,DOM,1973,2344800000.0,-14594.0
Algeria,DZA,1973,8707858912.12481,-29938.0
East Asia & Pacific (excluding high income),EAP,1973,195394493447.489,-557682.0
Early-demographic dividend,EAR,1973,451082815549.183,-1227973.0
East Asia & Pacific,EAS,1973,751498531879.999,-459620.0
Europe & Central Asia,ECS,1973,1757544418877.75,461232.0
Ecuador,ECU,1973,3891754150.23796,-1090.0
"Egypt, Arab Rep.",EGY,1973,10098534613.4411,-55702.0
Euro area,EMU,1973,1147307562029.17,643419.0
Spain,ESP,1973,78583355225.5854,8624.0
Ethiopia,ETH,1973,4070570549.8642,347.0
European Union,EUU,1973,1286120910863.29,660745.0
Fragile and conflict affected situations,FCS,1973,102637595519.678,20343.0
Finland,FIN,1973,19474098335.1486,11558.0
Fiji,FJI,1973,425950487.519894,-4989.0
France,FRA,1973,262343828815.557,103910.0
Faroe Islands,FRO,1973,161236465.823622,-86.0
"Micronesia, Fed. Sts.",FSM,1973,34821467.0,-484.0
Gabon,GAB,1973,722780701.295854,608.0
United Kingdom,GBR,1973,192537971582.558,-33840.0
Ghana,GHA,1973,3006766758.43977,-1168.0
Guinea,GIN,1973,5152080387.55572,-19065.0
"Gambia, The",GMB,1973,75187749.0961317,2907.0
Guinea-Bissau,GNB,1973,232331281.355932,-1985.0
Equatorial Guinea,GNQ,1973,81203226.9138345,-13875.0
Greece,GRC,1973,22037019562.7158,-42387.0
Greenland,GRL,1973,140153748.243656,104.0
Guatemala,GTM,1973,2569200100.0,-29641.0
Guyana,GUY,1973,307047619.047619,-10731.0
High income,HIC,1973,3868523480638.55,1624874.0
"Hong Kong SAR, China",HKG,1973,8030117555.62033,46428.0
Honduras,HND,1973,912499493.750253,-10001.0
Heavily indebted poor countries (HIPC),HPC,1973,54318704968.4685,81429.0
Haiti,HTI,1973,466798973.042259,-19278.0
Hungary,HUN,1973,9108483160.5037,-1512.0
IBRD only,IBD,1973,936773600276.359,-1409727.0
IDA & IBRD total,IBT,1973,1047793363668.69,-1711834.0
IDA total,IDA,1973,109703512343.058,-302107.0
IDA blend,IDB,1973,34608035284.8771,-156964.0
Indonesia,IDN,1973,16273253012.0482,64991.0
IDA only,IDX,1973,76232074767.4012,-145143.0
India,IND,1973,85517673172.5513,-404743.0
Ireland,IRL,1973,7481173065.79201,13164.0
"Iran, Islamic Rep.",IRN,1973,27081698249.5137,104779.0
Iraq,IRQ,1973,5134367778.1446,-1507.0
Iceland,ISL,1973,1154440252.96794,-310.0
Israel,ISR,1973,11882380396.0257,14310.0
Italy,ITA,1973,175896529392.229,41631.0
Jamaica,JAM,1973,1905917553.19149,-16822.0
Jordan,JOR,1973,943783839.718052,-8072.0
Japan,JPN,1973,441460582535.921,-34674.0
Kenya,KEN,1973,2509001324.34591,-52102.0
Kiribati,KIR,1973,25645040.4712955,-440.0
St. Kitts and Nevis,KNA,1973,24196018.3767228,-794.0
"Korea, Rep.",KOR,1973,13876472208.2678,35779.0
Kuwait,KWT,1973,5408804607.3129,22830.0
Latin America & Caribbean (excluding high income),LAC,1973,241709359283.937,-489189.0
Liberia,LBR,1973,386968300.0,2272.0
Libya,LBY,1973,8625889429.58277,20498.0
Latin America & Caribbean,LCN,1973,292519246389.568,-562312.0
Least developed countries: UN classification,LDC,1973,62590393466.0918,-90662.0
Low income,LIC,1973,37392263614.1666,13546.0
Liechtenstein,LIE,1973,165928881.55552,194.0
Sri Lanka,LKA,1973,2875625000.0,-30582.0
Lower middle income,LMC,1973,199171176265.644,-1103389.0
Low & middle income,LMY,1973,802228294104.663,-1606520.0
Lesotho,LSO,1973,121188715.759865,10183.0
Late-demographic dividend,LTE,1973,557950349648.527,-400616.0
Luxembourg,LUX,1973,2609875802.11136,2673.0
Morocco,MAR,1973,6242145880.08876,-51772.0
Monaco,MCO,1973,523554039.203208,218.0
Madagascar,MDG,1973,1653062335.00286,-4037.0
Maldives,MDV,1973,30862041.60401,60.0
Middle East & North Africa,MEA,1973,114701924208.076,86149.0
Mexico,MEX,1973,55280000000.0,-200688.0
Marshall Islands,MHL,1973,11607366.0,-383.0
Middle income,MIC,1973,767521683900.225,-1620066.0
Mali,MLI,1973,563683703.304705,-19137.0
Malta,MLT,1973,345616048.560497,-1549.0
Myanmar,MMR,1973,719754655.358964,-55659.0
Middle East & North Africa (excluding high income),MNA,1973,76112085342.8563,-69775.0
Mauritania,MRT,1973,493237876.273031,-1201.0
Mauritius,MUS,1973,404285775.079719,-2144.0
Malaysia,MYS,1973,7662902677.9027,-21995.0
North America,NAC,1973,1557409843565.64,908205.0
New Caledonia,NCL,1973,542293399.862618,2552.0
Niger,NER,1973,946385105.193732,-2942.0
Nigeria,NGA,1973,15162871287.1287,-618.0
Nicaragua,NIC,1973,1092900014.79168,-7947.0
Netherlands,NLD,1973,71946639602.7117,18705.0
Norway,NOR,1973,22534253702.8686,3414.0
Nepal,NPL,1973,972101724.995368,-1076.0
Nauru,NRU,1973,26529816.7841127,0.0
New Zealand,NZL,1973,12802281897.8712,28261.0
OECD members,OED,1973,3738694189699.62,1175141.0
Oman,OMN,1973,483066990.612417,-2996.0
Pakistan,PAK,1973,6383429490.21091,-58012.0
Panama,PAN,1973,1913793400.0,-2464.0
Peru,PER,1973,10994381895.1161,-28191.0
Philippines,PHL,1973,11412449735.3056,-320091.0
Palau,PLW,1973,15331889.0,22.0
Papua New Guinea,PNG,1973,1299079410.43638,-21803.0
Pre-demographic dividend,PRE,1973,67932162400.2643,126321.0
Puerto Rico,PRI,1973,7002400000.0,-917.0
Portugal,PRT,1973,15090564186.4268,39748.0
Paraguay,PRY,1973,995531746.031746,-4346.0
Pacific island small states,PSS,1973,757316230.701195,-11415.0
Post-demographic dividend,PST,1973,3649115307793.73,1505020.0
French Polynesia,PYF,1973,431252938.061046,544.0
Qatar,QAT,1973,793885559.971313,10641.0
Rwanda,RWA,1973,290746157.145921,-3862.0
South Asia,SAS,1973,104513553254.388,-572007.0
Saudi Arabia,SAU,1973,14947435499.323,63995.0
Sudan,SDN,1973,3077254460.30228,173143.0
Senegal,SEN,1973,1863398590.4556,11382.0
Singapore,SGP,1973,3696213333.33333,-495.0
Solomon Islands,SLB,1973,55272108.8435374,-1329.0
Sierra Leone,SLE,1973,575230724.377773,-9322.0
El Salvador,SLV,1973,1442320000.0,-19347.0
Somalia,SOM,1973,483699610.602563,143.0
Sub-Saharan Africa (excluding high income),SSA,1973,109266387063.657,156551.0
Sub-Saharan Africa,SSF,1973,109301136624.562,156878.0
Small states,SST,1973,7302095094.69612,-41080.0
Sao Tome and Principe,STP,1973,56011244.7398414,-525.0
Suriname,SUR,1973,339450000.0,-10765.0
Sweden,SWE,1973,59319523962.1734,-9551.0
Eswatini,SWZ,1973,221915127.550763,-3555.0
Seychelles,SYC,1973,36896280.4764104,327.0
Syrian Arab Republic,SYR,1973,3239487516.42576,-17502.0
Chad,TCD,1973,647199482.982537,-10737.0
East Asia & Pacific (IDA & IBRD countries),TEA,1973,195191354552.288,-557660.0
Togo,TGO,1973,574030983.980053,-11555.0
Thailand,THA,1973,10838587357.7466,80704.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,1973,273409881166.732,-509592.0
Middle East & North Africa (IDA & IBRD countries),TMN,1973,75408162974.0959,-63039.0
South Asia (IDA & IBRD),TSA,1973,104513553254.388,-572007.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,1973,109301136624.562,156878.0
Trinidad and Tobago,TTO,1973,1308785430.53591,-7524.0
